"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","239","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Dec 08 15:24:58 UTC 2025","broken","Mon Dec 08 15:24:58 UTC 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","314","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Dec 08 15:24:32 UTC 2025","broken","Mon Dec 08 15:24:32 UTC 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","155","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Dec 08 15:26:18 UTC 2025","broken","Mon Dec 08 15:26:18 UTC 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","287","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Dec 08 15:24:57 UTC 2025","broken","Mon Dec 08 15:24:57 UTC 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Negative login check","207","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Dec 08 15:24:14 UTC 2025","broken","Mon Dec 08 15:24:14 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Deleting all tires from cart.","138","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Dec 08 15:24:46 UTC 2025","broken","Mon Dec 08 15:24:47 UTC 2025","tests.CartTest","Edge","tests.CartTest","checkDeleteAllItemsFromCart"
"Negative login check","331","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Dec 08 15:24:39 UTC 2025","broken","Mon Dec 08 15:24:40 UTC 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","260","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Dec 08 15:26:09 UTC 2025","broken","Mon Dec 08 15:26:09 UTC 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Negative login check","389","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Dec 08 15:24:45 UTC 2025","broken","Mon Dec 08 15:24:45 UTC 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","348","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Dec 08 15:24:27 UTC 2025","broken","Mon Dec 08 15:24:27 UTC 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Creating a new order with valid data and verifying the order is successful.","361","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Dec 08 15:24:30 UTC 2025","broken","Mon Dec 08 15:24:31 UTC 2025","tests.OrderTest","Chrome","tests.OrderTest","checkCreateOrder"
"Negative login check","386","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Dec 08 15:24:28 UTC 2025","broken","Mon Dec 08 15:24:28 UTC 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","172","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Dec 08 15:25:07 UTC 2025","broken","Mon Dec 08 15:25:07 UTC 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","226","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Dec 08 15:24:16 UTC 2025","broken","Mon Dec 08 15:24:17 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","149","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Dec 08 15:25:16 UTC 2025","broken","Mon Dec 08 15:25:16 UTC 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","587","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Dec 08 15:24:44 UTC 2025","broken","Mon Dec 08 15:24:45 UTC 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Creating a new account with valid data","223","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Dec 08 15:24:34 UTC 2025","broken","Mon Dec 08 15:24:34 UTC 2025","tests.RegistrationTest","Chrome","tests.RegistrationTest","checkCreateNewAccount"
"Negative login check","179","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Dec 08 15:24:24 UTC 2025","broken","Mon Dec 08 15:24:24 UTC 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Creating a new order with valid data and verifying the order is successful.","156","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Dec 08 15:25:42 UTC 2025","broken","Mon Dec 08 15:25:42 UTC 2025","tests.OrderTest","FireFox","tests.OrderTest","checkCreateOrder"
"Creating a new order with valid data and verifying the order is successful.","227","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Dec 08 15:24:49 UTC 2025","broken","Mon Dec 08 15:24:49 UTC 2025","tests.OrderTest","Edge","tests.OrderTest","checkCreateOrder"
