"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","154","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jan 12 15:27:11 UTC 2026","broken","Mon Jan 12 15:27:11 UTC 2026","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","168","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jan 12 15:27:05 UTC 2026","broken","Mon Jan 12 15:27:05 UTC 2026","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","165","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Jan 12 15:26:52 UTC 2026","broken","Mon Jan 12 15:26:52 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkValidLogin"
"Negative login check","150","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jan 12 15:26:45 UTC 2026","broken","Mon Jan 12 15:26:45 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that the tires table is filled correctly and the tires list is opened.","208","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Jan 12 15:27:25 UTC 2026","broken","Mon Jan 12 15:27:25 UTC 2026","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkFillingTiresTable"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","130","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Jan 12 15:28:51 UTC 2026","broken","Mon Jan 12 15:28:51 UTC 2026","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Verify that the tires table is filled correctly and the tires list is opened.","116","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Jan 12 15:28:33 UTC 2026","broken","Mon Jan 12 15:28:33 UTC 2026","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkFillingTiresTable"
"Negative login check","329","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jan 12 15:27:29 UTC 2026","broken","Mon Jan 12 15:27:30 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","169","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Jan 12 15:27:15 UTC 2026","broken","Mon Jan 12 15:27:15 UTC 2026","tests.LoginTest","Edge","tests.LoginTest","checkValidLogin"
"Negative login check","178","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jan 12 15:26:50 UTC 2026","broken","Mon Jan 12 15:26:50 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Deleting all tires from cart.","135","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Jan 12 15:28:06 UTC 2026","broken","Mon Jan 12 15:28:06 UTC 2026","tests.CartTest","FireFox","tests.CartTest","checkDeleteAllItemsFromCart"
"Negative login check","224","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jan 12 15:27:13 UTC 2026","broken","Mon Jan 12 15:27:13 UTC 2026","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","149","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jan 12 15:26:47 UTC 2026","broken","Mon Jan 12 15:26:47 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","285","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jan 12 15:27:16 UTC 2026","broken","Mon Jan 12 15:27:16 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","131","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Jan 12 15:27:27 UTC 2026","broken","Mon Jan 12 15:27:27 UTC 2026","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Negative login check","129","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jan 12 15:27:48 UTC 2026","broken","Mon Jan 12 15:27:48 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","144","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Jan 12 15:28:42 UTC 2026","broken","Mon Jan 12 15:28:42 UTC 2026","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
