"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","11729","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon May 19 15:22:13 GMT 2025","passed","Mon May 19 15:22:25 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","11529","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon May 19 15:22:03 GMT 2025","passed","Mon May 19 15:22:15 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that the tires table is filled correctly and the tires list is opened.","11096","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon May 19 15:26:44 GMT 2025","broken","Mon May 19 15:26:55 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkFillingTiresTable"
"Negative login check","11657","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon May 19 15:23:04 GMT 2025","passed","Mon May 19 15:23:15 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","11072","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon May 19 15:23:03 GMT 2025","broken","Mon May 19 15:23:14 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkValidLogin"
"Negative login check","11783","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon May 19 15:21:57 GMT 2025","passed","Mon May 19 15:22:09 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","11501","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon May 19 15:22:28 GMT 2025","passed","Mon May 19 15:22:39 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Deleting all tires from cart.","11172","Deleting all tires from cart.","Tires CrossBrowserTest","Mon May 19 15:24:47 GMT 2025","broken","Mon May 19 15:24:58 GMT 2025","tests.CartTest","Edge","tests.CartTest","checkDeleteAllItemsFromCart"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","11110","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon May 19 15:25:59 GMT 2025","broken","Mon May 19 15:26:10 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Verify that a user can successfully log in to the application using valid credentials.","11126","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon May 19 15:24:08 GMT 2025","broken","Mon May 19 15:24:19 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkValidLogin"
"Negative login check","11736","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon May 19 15:22:43 GMT 2025","passed","Mon May 19 15:22:55 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Creating a new order with valid data and verifying the order is successful.","11277","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon May 19 15:25:08 GMT 2025","broken","Mon May 19 15:25:19 GMT 2025","tests.OrderTest","FireFox","tests.OrderTest","checkCreateOrder"
