"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Creating a new order with valid data and verifying the order is successful.","206","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Oct 13 15:21:43 UTC 2025","broken","Mon Oct 13 15:21:43 UTC 2025","tests.OrderTest","FireFox","tests.OrderTest","checkCreateOrder"
"Creating a new account with valid data","218","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Oct 13 15:21:51 UTC 2025","broken","Mon Oct 13 15:21:51 UTC 2025","tests.RegistrationTest","FireFox","tests.RegistrationTest","checkCreateNewAccount"
"Verify that a user can successfully log in to the application using valid credentials.","220","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Oct 13 15:20:30 UTC 2025","broken","Mon Oct 13 15:20:31 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkValidLogin"
"Negative login check","276","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Oct 13 15:20:42 UTC 2025","broken","Mon Oct 13 15:20:43 UTC 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","155","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Oct 13 15:20:24 UTC 2025","broken","Mon Oct 13 15:20:25 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","140","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Oct 13 15:21:11 UTC 2025","broken","Mon Oct 13 15:21:12 UTC 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Deleting all tires from cart.","195","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Oct 13 15:21:35 UTC 2025","broken","Mon Oct 13 15:21:35 UTC 2025","tests.CartTest","FireFox","tests.CartTest","checkDeleteAllItemsFromCart"
"Deleting all tires from cart.","178","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Oct 13 15:20:53 UTC 2025","broken","Mon Oct 13 15:20:54 UTC 2025","tests.CartTest","Edge","tests.CartTest","checkDeleteAllItemsFromCart"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","180","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Oct 13 15:22:07 UTC 2025","broken","Mon Oct 13 15:22:07 UTC 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Deleting all tires from cart.","196","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Oct 13 15:20:32 UTC 2025","broken","Mon Oct 13 15:20:33 UTC 2025","tests.CartTest","Chrome","tests.CartTest","checkDeleteAllItemsFromCart"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","260","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Oct 13 15:22:15 UTC 2025","broken","Mon Oct 13 15:22:15 UTC 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Creating a new order with valid data and verifying the order is successful.","206","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Oct 13 15:20:36 UTC 2025","broken","Mon Oct 13 15:20:36 UTC 2025","tests.OrderTest","Chrome","tests.OrderTest","checkCreateOrder"
"Negative login check","262","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Oct 13 15:21:02 UTC 2025","broken","Mon Oct 13 15:21:02 UTC 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","122","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Oct 13 15:20:51 UTC 2025","broken","Mon Oct 13 15:20:51 UTC 2025","tests.LoginTest","Edge","tests.LoginTest","checkValidLogin"
"Negative login check","224","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Oct 13 15:20:35 UTC 2025","broken","Mon Oct 13 15:20:36 UTC 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","443","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Oct 13 15:20:35 UTC 2025","broken","Mon Oct 13 15:20:36 UTC 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
