"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","308","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 11 15:23:40 GMT 2025","broken","Mon Aug 11 15:23:41 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","109","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Aug 11 15:24:26 GMT 2025","broken","Mon Aug 11 15:24:27 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkValidLogin"
"Negative login check","135","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 11 15:24:18 GMT 2025","broken","Mon Aug 11 15:24:18 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","223","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 11 15:23:28 GMT 2025","broken","Mon Aug 11 15:23:28 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","446","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Aug 11 15:23:52 GMT 2025","broken","Mon Aug 11 15:23:52 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkValidLogin"
"Verify that the tires table is filled correctly and the tires list is opened.","269","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Aug 11 15:23:45 GMT 2025","broken","Mon Aug 11 15:23:45 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkFillingTiresTable"
"Negative login check","195","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 11 15:23:20 GMT 2025","broken","Mon Aug 11 15:23:21 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","173","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 11 15:23:32 GMT 2025","broken","Mon Aug 11 15:23:32 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","434","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 11 15:23:42 GMT 2025","broken","Mon Aug 11 15:23:42 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","142","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Aug 11 15:24:00 GMT 2025","broken","Mon Aug 11 15:24:00 GMT 2025","tests.RegistrationTest","Edge","tests.RegistrationTest","checkCreateNewAccount"
"Deleting all tires from cart.","264","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Aug 11 15:23:34 GMT 2025","broken","Mon Aug 11 15:23:34 GMT 2025","tests.CartTest","Chrome","tests.CartTest","checkDeleteAllItemsFromCart"
"Verify that the tires table is filled correctly and the tires list is opened.","232","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Aug 11 15:24:03 GMT 2025","broken","Mon Aug 11 15:24:03 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkFillingTiresTable"
"Creating a new account with valid data","125","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Aug 11 15:24:52 GMT 2025","broken","Mon Aug 11 15:24:52 GMT 2025","tests.RegistrationTest","FireFox","tests.RegistrationTest","checkCreateNewAccount"
"Creating a new account with valid data","345","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Aug 11 15:23:41 GMT 2025","broken","Mon Aug 11 15:23:42 GMT 2025","tests.RegistrationTest","Chrome","tests.RegistrationTest","checkCreateNewAccount"
"Verify that a user can successfully log in to the application using valid credentials.","251","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Aug 11 15:23:31 GMT 2025","broken","Mon Aug 11 15:23:31 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkValidLogin"
"Creating a new order with valid data and verifying the order is successful.","186","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Aug 11 15:23:38 GMT 2025","broken","Mon Aug 11 15:23:38 GMT 2025","tests.OrderTest","Chrome","tests.OrderTest","checkCreateOrder"
"Negative login check","205","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 11 15:23:57 GMT 2025","broken","Mon Aug 11 15:23:57 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","217","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 11 15:23:18 GMT 2025","broken","Mon Aug 11 15:23:18 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","120","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Aug 11 15:24:06 GMT 2025","broken","Mon Aug 11 15:24:06 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
