"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","11153","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Jun 16 15:26:30 GMT 2025","broken","Mon Jun 16 15:26:41 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","11017","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Jun 16 15:28:29 GMT 2025","broken","Mon Jun 16 15:28:40 GMT 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Negative login check","12141","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jun 16 15:22:07 GMT 2025","passed","Mon Jun 16 15:22:19 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Creating a new order with valid data and verifying the order is successful.","11215","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Jun 16 15:24:43 GMT 2025","broken","Mon Jun 16 15:24:55 GMT 2025","tests.OrderTest","Chrome","tests.OrderTest","checkCreateOrder"
"Verify that a user can successfully log in to the application using valid credentials.","11289","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Jun 16 15:24:11 GMT 2025","broken","Mon Jun 16 15:24:23 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkValidLogin"
"Negative login check","11655","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jun 16 15:23:13 GMT 2025","passed","Mon Jun 16 15:23:24 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","11327","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jun 16 15:22:26 GMT 2025","passed","Mon Jun 16 15:22:38 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","11828","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jun 16 15:22:13 GMT 2025","passed","Mon Jun 16 15:22:25 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","11721","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jun 16 15:22:58 GMT 2025","passed","Mon Jun 16 15:23:10 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","11581","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jun 16 15:22:39 GMT 2025","passed","Mon Jun 16 15:22:51 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","11175","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Jun 16 15:27:01 GMT 2025","broken","Mon Jun 16 15:27:12 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Creating a new order with valid data and verifying the order is successful.","11387","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Jun 16 15:25:03 GMT 2025","broken","Mon Jun 16 15:25:14 GMT 2025","tests.OrderTest","Edge","tests.OrderTest","checkCreateOrder"
"Deleting all tires from cart.","11241","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Jun 16 15:24:24 GMT 2025","broken","Mon Jun 16 15:24:35 GMT 2025","tests.CartTest","Edge","tests.CartTest","checkDeleteAllItemsFromCart"
"Negative login check","11293","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jun 16 15:23:05 GMT 2025","passed","Mon Jun 16 15:23:17 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","11094","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Jun 16 15:23:32 GMT 2025","broken","Mon Jun 16 15:23:43 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkValidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","11138","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Jun 16 15:23:44 GMT 2025","broken","Mon Jun 16 15:23:55 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkValidLogin"
"Deleting all tires from cart.","11193","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Jun 16 15:24:08 GMT 2025","broken","Mon Jun 16 15:24:19 GMT 2025","tests.CartTest","Chrome","tests.CartTest","checkDeleteAllItemsFromCart"
"Negative login check","11955","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jun 16 15:22:42 GMT 2025","passed","Mon Jun 16 15:22:54 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","11877","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jun 16 15:22:26 GMT 2025","passed","Mon Jun 16 15:22:38 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","11234","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Jun 16 15:25:42 GMT 2025","broken","Mon Jun 16 15:25:53 GMT 2025","tests.RegistrationTest","Edge","tests.RegistrationTest","checkCreateNewAccount"
"Negative login check","11631","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jun 16 15:22:32 GMT 2025","passed","Mon Jun 16 15:22:43 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","11074","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Jun 16 15:27:47 GMT 2025","broken","Mon Jun 16 15:27:58 GMT 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Negative login check","11656","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jun 16 15:22:20 GMT 2025","passed","Mon Jun 16 15:22:31 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","11735","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jun 16 15:23:27 GMT 2025","passed","Mon Jun 16 15:23:39 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","11098","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Jun 16 15:27:06 GMT 2025","broken","Mon Jun 16 15:27:17 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Verify that the tires table is filled correctly and the tires list is opened.","11051","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Jun 16 15:27:05 GMT 2025","broken","Mon Jun 16 15:27:16 GMT 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkFillingTiresTable"
"Negative login check","11414","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jun 16 15:22:53 GMT 2025","passed","Mon Jun 16 15:23:04 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Deleting all tires from cart.","11243","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Jun 16 15:24:55 GMT 2025","broken","Mon Jun 16 15:25:06 GMT 2025","tests.CartTest","FireFox","tests.CartTest","checkDeleteAllItemsFromCart"
"Verify that the tires table is filled correctly and the tires list is opened.","11140","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Jun 16 15:25:54 GMT 2025","broken","Mon Jun 16 15:26:06 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkFillingTiresTable"
"Creating a new account with valid data","11119","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Jun 16 15:25:19 GMT 2025","broken","Mon Jun 16 15:25:30 GMT 2025","tests.RegistrationTest","Chrome","tests.RegistrationTest","checkCreateNewAccount"
"Creating a new account with valid data","11100","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Jun 16 15:26:22 GMT 2025","broken","Mon Jun 16 15:26:33 GMT 2025","tests.RegistrationTest","FireFox","tests.RegistrationTest","checkCreateNewAccount"
"Verify that the tires table is filled correctly and the tires list is opened.","11225","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Jun 16 15:26:21 GMT 2025","broken","Mon Jun 16 15:26:33 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkFillingTiresTable"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","11134","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Jun 16 15:27:40 GMT 2025","broken","Mon Jun 16 15:27:51 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Creating a new order with valid data and verifying the order is successful.","11530","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Jun 16 15:25:38 GMT 2025","broken","Mon Jun 16 15:25:50 GMT 2025","tests.OrderTest","FireFox","tests.OrderTest","checkCreateOrder"
"Negative login check","11811","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jun 16 15:22:56 GMT 2025","passed","Mon Jun 16 15:23:08 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","11611","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jun 16 15:22:44 GMT 2025","passed","Mon Jun 16 15:22:56 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
