"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","11511","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Apr 28 15:21:32 GMT 2025","passed","Mon Apr 28 15:21:43 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","10991","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Apr 28 15:26:54 GMT 2025","broken","Mon Apr 28 15:27:05 GMT 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Creating a new account with valid data","11194","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Apr 28 15:24:29 GMT 2025","broken","Mon Apr 28 15:24:40 GMT 2025","tests.RegistrationTest","Edge","tests.RegistrationTest","checkCreateNewAccount"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","11161","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Apr 28 15:25:46 GMT 2025","broken","Mon Apr 28 15:25:57 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Negative login check","11823","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Apr 28 15:20:55 GMT 2025","passed","Mon Apr 28 15:21:07 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","11052","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Apr 28 15:25:16 GMT 2025","broken","Mon Apr 28 15:25:27 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Creating a new account with valid data","11096","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Apr 28 15:24:05 GMT 2025","broken","Mon Apr 28 15:24:16 GMT 2025","tests.RegistrationTest","Chrome","tests.RegistrationTest","checkCreateNewAccount"
"Verify that the tires table is filled correctly and the tires list is opened.","11165","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Apr 28 15:25:07 GMT 2025","broken","Mon Apr 28 15:25:19 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkFillingTiresTable"
"Deleting all tires from cart.","11018","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Apr 28 15:23:20 GMT 2025","broken","Mon Apr 28 15:23:31 GMT 2025","tests.CartTest","FireFox","tests.CartTest","checkDeleteAllItemsFromCart"
"Negative login check","11539","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Apr 28 15:21:00 GMT 2025","passed","Mon Apr 28 15:21:11 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","11773","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Apr 28 15:21:54 GMT 2025","passed","Mon Apr 28 15:22:06 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","11153","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Apr 28 15:21:13 GMT 2025","passed","Mon Apr 28 15:21:24 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Deleting all tires from cart.","11113","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Apr 28 15:22:54 GMT 2025","broken","Mon Apr 28 15:23:05 GMT 2025","tests.CartTest","Chrome","tests.CartTest","checkDeleteAllItemsFromCart"
"Verify that a user can successfully log in to the application using valid credentials.","11075","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Apr 28 15:22:19 GMT 2025","broken","Mon Apr 28 15:22:30 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkValidLogin"
"Negative login check","11687","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Apr 28 15:21:39 GMT 2025","passed","Mon Apr 28 15:21:51 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","11086","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Apr 28 15:21:44 GMT 2025","passed","Mon Apr 28 15:21:55 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","11183","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Apr 28 15:22:31 GMT 2025","broken","Mon Apr 28 15:22:43 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkValidLogin"
"Verify that the tires table is filled correctly and the tires list is opened.","11097","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Apr 28 15:24:41 GMT 2025","broken","Mon Apr 28 15:24:52 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkFillingTiresTable"
"Negative login check","12271","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Apr 28 15:20:55 GMT 2025","passed","Mon Apr 28 15:21:07 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","11709","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Apr 28 15:21:10 GMT 2025","passed","Mon Apr 28 15:21:22 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
