"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","12587","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 17 15:20:55 GMT 2025","passed","Mon Mar 17 15:21:07 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","4384","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Mar 17 15:22:42 GMT 2025","passed","Mon Mar 17 15:22:46 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","16743","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Mar 17 15:23:22 GMT 2025","passed","Mon Mar 17 15:23:39 GMT 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","4074","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Mar 17 15:23:24 GMT 2025","passed","Mon Mar 17 15:23:28 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Verify that a user can successfully log in to the application using valid credentials.","13848","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Mar 17 15:21:08 GMT 2025","passed","Mon Mar 17 15:21:22 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkValidLogin"
"Creating a new account with valid data","3151","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Mar 17 15:22:34 GMT 2025","passed","Mon Mar 17 15:22:37 GMT 2025","tests.RegistrationTest","Chrome","tests.RegistrationTest","checkCreateNewAccount"
"Creating a new order with valid data and verifying the order is successful.","25707","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Mar 17 15:22:46 GMT 2025","broken","Mon Mar 17 15:23:11 GMT 2025","tests.OrderTest","Edge","tests.OrderTest","checkCreateOrder"
"Negative login check","24050","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 17 15:20:01 GMT 2025","passed","Mon Mar 17 15:20:25 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Deleting all tires from cart.","14461","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Mar 17 15:21:42 GMT 2025","passed","Mon Mar 17 15:21:57 GMT 2025","tests.CartTest","FireFox","tests.CartTest","checkDeleteAllItemsFromCart"
"Negative login check","12730","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 17 15:21:05 GMT 2025","passed","Mon Mar 17 15:21:18 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","2155","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 17 15:20:26 GMT 2025","passed","Mon Mar 17 15:20:28 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","13062","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 17 15:20:50 GMT 2025","passed","Mon Mar 17 15:21:03 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","13380","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Mar 17 15:21:33 GMT 2025","passed","Mon Mar 17 15:21:47 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkValidLogin"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","3384","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Mar 17 15:23:15 GMT 2025","passed","Mon Mar 17 15:23:19 GMT 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Verify that the tires table is filled correctly and the tires list is opened.","3682","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Mar 17 15:23:19 GMT 2025","passed","Mon Mar 17 15:23:23 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkFillingTiresTable"
"Negative login check","22733","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 17 15:20:07 GMT 2025","passed","Mon Mar 17 15:20:30 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","13332","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Mar 17 15:21:26 GMT 2025","passed","Mon Mar 17 15:21:39 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkValidLogin"
"Creating a new account with valid data","3670","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Mar 17 15:23:03 GMT 2025","passed","Mon Mar 17 15:23:07 GMT 2025","tests.RegistrationTest","FireFox","tests.RegistrationTest","checkCreateNewAccount"
"Negative login check","12345","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 17 15:21:11 GMT 2025","passed","Mon Mar 17 15:21:23 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","12540","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 17 15:20:39 GMT 2025","passed","Mon Mar 17 15:20:51 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","3850","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Mar 17 15:23:14 GMT 2025","passed","Mon Mar 17 15:23:17 GMT 2025","tests.RegistrationTest","Edge","tests.RegistrationTest","checkCreateNewAccount"
"Negative login check","2404","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 17 15:20:34 GMT 2025","passed","Mon Mar 17 15:20:36 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Verify that the tires table is filled correctly and the tires list is opened.","3983","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Mar 17 15:22:37 GMT 2025","passed","Mon Mar 17 15:22:41 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkFillingTiresTable"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","17280","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Mar 17 15:22:47 GMT 2025","passed","Mon Mar 17 15:23:04 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Negative login check","23656","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 17 15:20:21 GMT 2025","passed","Mon Mar 17 15:20:45 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Deleting all tires from cart.","13312","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Mar 17 15:21:49 GMT 2025","passed","Mon Mar 17 15:22:02 GMT 2025","tests.CartTest","Edge","tests.CartTest","checkDeleteAllItemsFromCart"
"Negative login check","12752","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 17 15:21:19 GMT 2025","passed","Mon Mar 17 15:21:32 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","12600","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 17 15:20:42 GMT 2025","passed","Mon Mar 17 15:20:54 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","12427","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 17 15:20:55 GMT 2025","passed","Mon Mar 17 15:21:07 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Creating a new order with valid data and verifying the order is successful.","18298","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Mar 17 15:22:14 GMT 2025","broken","Mon Mar 17 15:22:33 GMT 2025","tests.OrderTest","Chrome","tests.OrderTest","checkCreateOrder"
