"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","1672","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 16:26:12 GMT 2025","passed","Mon Feb 17 16:26:13 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","23426","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 16:26:12 GMT 2025","passed","Mon Feb 17 16:26:36 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","1507","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 16:26:16 GMT 2025","passed","Mon Feb 17 16:26:17 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","21747","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 16:25:51 GMT 2025","passed","Mon Feb 17 16:26:12 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Verify that the tires table is filled correctly and the tires list is opened.","2852","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Feb 17 16:28:22 GMT 2025","passed","Mon Feb 17 16:28:25 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkFillingTiresTable"
"Negative login check","12093","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 16:26:41 GMT 2025","passed","Mon Feb 17 16:26:53 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","1743","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 16:26:37 GMT 2025","passed","Mon Feb 17 16:26:39 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","2727","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Feb 17 16:27:03 GMT 2025","passed","Mon Feb 17 16:27:05 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkValidLogin"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","24733","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Feb 17 16:30:04 GMT 2025","broken","Mon Feb 17 16:30:28 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Deleting all tires from cart.","13651","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Feb 17 16:26:54 GMT 2025","passed","Mon Feb 17 16:27:08 GMT 2025","tests.CartTest","Chrome","tests.CartTest","checkDeleteAllItemsFromCart"
"Creating a new account with valid data","2837","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Feb 17 16:28:56 GMT 2025","passed","Mon Feb 17 16:28:58 GMT 2025","tests.RegistrationTest","Edge","tests.RegistrationTest","checkCreateNewAccount"
"Negative login check","22538","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 16:25:49 GMT 2025","passed","Mon Feb 17 16:26:11 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","12391","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 16:26:14 GMT 2025","passed","Mon Feb 17 16:26:26 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","3071","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Feb 17 16:28:19 GMT 2025","passed","Mon Feb 17 16:28:22 GMT 2025","tests.RegistrationTest","Chrome","tests.RegistrationTest","checkCreateNewAccount"
"Negative login check","12251","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 16:27:09 GMT 2025","passed","Mon Feb 17 16:27:21 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","3517","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Feb 17 16:28:26 GMT 2025","passed","Mon Feb 17 16:28:29 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Verify that the tires table is filled correctly and the tires list is opened.","2900","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Feb 17 16:28:55 GMT 2025","passed","Mon Feb 17 16:28:58 GMT 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkFillingTiresTable"
"Verify that the tires table is filled correctly and the tires list is opened.","3188","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Feb 17 16:29:00 GMT 2025","passed","Mon Feb 17 16:29:03 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkFillingTiresTable"
"Creating a new order with valid data and verifying the order is successful.","24943","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Feb 17 16:28:28 GMT 2025","broken","Mon Feb 17 16:28:53 GMT 2025","tests.OrderTest","Edge","tests.OrderTest","checkCreateOrder"
"Negative login check","11981","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 16:26:39 GMT 2025","passed","Mon Feb 17 16:26:51 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","24444","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Feb 17 16:30:02 GMT 2025","broken","Mon Feb 17 16:30:26 GMT 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Deleting all tires from cart.","13221","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Feb 17 16:27:27 GMT 2025","passed","Mon Feb 17 16:27:40 GMT 2025","tests.CartTest","Edge","tests.CartTest","checkDeleteAllItemsFromCart"
"Negative login check","12218","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 16:26:54 GMT 2025","passed","Mon Feb 17 16:27:07 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","11640","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 16:26:48 GMT 2025","passed","Mon Feb 17 16:27:00 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","2669","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Feb 17 16:27:23 GMT 2025","passed","Mon Feb 17 16:27:25 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkValidLogin"
"Creating a new account with valid data","3167","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Feb 17 16:28:49 GMT 2025","passed","Mon Feb 17 16:28:52 GMT 2025","tests.RegistrationTest","FireFox","tests.RegistrationTest","checkCreateNewAccount"
"Creating a new order with valid data and verifying the order is successful.","24465","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Feb 17 16:28:22 GMT 2025","broken","Mon Feb 17 16:28:46 GMT 2025","tests.OrderTest","FireFox","tests.OrderTest","checkCreateOrder"
"Negative login check","11990","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 16:26:27 GMT 2025","passed","Mon Feb 17 16:26:39 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","25419","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Feb 17 16:29:20 GMT 2025","broken","Mon Feb 17 16:29:46 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Verify that a user can successfully log in to the application using valid credentials.","1866","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Feb 17 16:26:52 GMT 2025","passed","Mon Feb 17 16:26:54 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkValidLogin"
"Deleting all tires from cart.","13072","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Feb 17 16:27:09 GMT 2025","passed","Mon Feb 17 16:27:22 GMT 2025","tests.CartTest","FireFox","tests.CartTest","checkDeleteAllItemsFromCart"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","3976","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Feb 17 16:29:05 GMT 2025","passed","Mon Feb 17 16:29:09 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Negative login check","11578","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 16:26:20 GMT 2025","passed","Mon Feb 17 16:26:31 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","11727","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 16:26:34 GMT 2025","passed","Mon Feb 17 16:26:46 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","2895","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Feb 17 16:29:00 GMT 2025","passed","Mon Feb 17 16:29:03 GMT 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Creating a new order with valid data and verifying the order is successful.","24945","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Feb 17 16:27:53 GMT 2025","broken","Mon Feb 17 16:28:18 GMT 2025","tests.OrderTest","Chrome","tests.OrderTest","checkCreateOrder"
