"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","11807","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 04 15:26:01 GMT 2025","passed","Mon Aug 04 15:26:13 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","11587","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 04 15:25:51 GMT 2025","passed","Mon Aug 04 15:26:03 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","11661","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 04 15:25:39 GMT 2025","passed","Mon Aug 04 15:25:51 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","12494","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 04 15:25:02 GMT 2025","passed","Mon Aug 04 15:25:14 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","11176","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Aug 04 15:30:58 GMT 2025","broken","Mon Aug 04 15:31:09 GMT 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Creating a new order with valid data and verifying the order is successful.","11721","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Aug 04 15:28:09 GMT 2025","broken","Mon Aug 04 15:28:20 GMT 2025","tests.OrderTest","FireFox","tests.OrderTest","checkCreateOrder"
"Negative login check","11554","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 04 15:25:58 GMT 2025","passed","Mon Aug 04 15:26:09 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","11234","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Aug 04 15:28:51 GMT 2025","broken","Mon Aug 04 15:29:02 GMT 2025","tests.RegistrationTest","FireFox","tests.RegistrationTest","checkCreateNewAccount"
"Negative login check","12184","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 04 15:25:12 GMT 2025","passed","Mon Aug 04 15:25:24 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","11337","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Aug 04 15:29:43 GMT 2025","broken","Mon Aug 04 15:29:54 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Creating a new order with valid data and verifying the order is successful.","11406","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Aug 04 15:27:40 GMT 2025","broken","Mon Aug 04 15:27:52 GMT 2025","tests.OrderTest","Chrome","tests.OrderTest","checkCreateOrder"
"Negative login check","11320","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 04 15:25:24 GMT 2025","passed","Mon Aug 04 15:25:36 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","11256","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Aug 04 15:26:42 GMT 2025","broken","Mon Aug 04 15:26:53 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkValidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","11406","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Aug 04 15:26:38 GMT 2025","broken","Mon Aug 04 15:26:50 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkValidLogin"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","11323","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Aug 04 15:30:19 GMT 2025","broken","Mon Aug 04 15:30:30 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Negative login check","11696","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 04 15:25:27 GMT 2025","passed","Mon Aug 04 15:25:39 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","11221","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Aug 04 15:30:16 GMT 2025","broken","Mon Aug 04 15:30:27 GMT 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Creating a new account with valid data","11321","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Aug 04 15:28:17 GMT 2025","broken","Mon Aug 04 15:28:29 GMT 2025","tests.RegistrationTest","Chrome","tests.RegistrationTest","checkCreateNewAccount"
"Verify that a user can successfully log in to the application using valid credentials.","11315","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Aug 04 15:26:27 GMT 2025","broken","Mon Aug 04 15:26:39 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkValidLogin"
"Deleting all tires from cart.","11245","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Aug 04 15:27:04 GMT 2025","broken","Mon Aug 04 15:27:15 GMT 2025","tests.CartTest","Chrome","tests.CartTest","checkDeleteAllItemsFromCart"
"Negative login check","12322","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 04 15:25:00 GMT 2025","passed","Mon Aug 04 15:25:12 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","11584","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 04 15:25:15 GMT 2025","passed","Mon Aug 04 15:25:27 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that the tires table is filled correctly and the tires list is opened.","11120","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Aug 04 15:29:35 GMT 2025","broken","Mon Aug 04 15:29:46 GMT 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkFillingTiresTable"
"Creating a new order with valid data and verifying the order is successful.","11845","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Aug 04 15:27:52 GMT 2025","broken","Mon Aug 04 15:28:04 GMT 2025","tests.OrderTest","Edge","tests.OrderTest","checkCreateOrder"
"Negative login check","11805","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 04 15:25:49 GMT 2025","passed","Mon Aug 04 15:26:00 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","11261","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Aug 04 15:29:31 GMT 2025","broken","Mon Aug 04 15:29:42 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Negative login check","11853","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 04 15:25:36 GMT 2025","passed","Mon Aug 04 15:25:48 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","11249","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Aug 04 15:30:07 GMT 2025","broken","Mon Aug 04 15:30:19 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Verify that the tires table is filled correctly and the tires list is opened.","11417","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Aug 04 15:29:06 GMT 2025","broken","Mon Aug 04 15:29:17 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkFillingTiresTable"
"Deleting all tires from cart.","11201","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Aug 04 15:27:24 GMT 2025","broken","Mon Aug 04 15:27:35 GMT 2025","tests.CartTest","FireFox","tests.CartTest","checkDeleteAllItemsFromCart"
"Creating a new account with valid data","11298","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Aug 04 15:28:29 GMT 2025","broken","Mon Aug 04 15:28:40 GMT 2025","tests.RegistrationTest","Edge","tests.RegistrationTest","checkCreateNewAccount"
"Negative login check","11482","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 04 15:25:30 GMT 2025","passed","Mon Aug 04 15:25:41 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Verify that the tires table is filled correctly and the tires list is opened.","11268","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Aug 04 15:28:54 GMT 2025","broken","Mon Aug 04 15:29:05 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkFillingTiresTable"
"Negative login check","11627","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 04 15:25:15 GMT 2025","passed","Mon Aug 04 15:25:27 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","11461","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Aug 04 15:25:44 GMT 2025","passed","Mon Aug 04 15:25:55 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Deleting all tires from cart.","11348","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Aug 04 15:27:15 GMT 2025","broken","Mon Aug 04 15:27:26 GMT 2025","tests.CartTest","Edge","tests.CartTest","checkDeleteAllItemsFromCart"
