"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Creating a new order with valid data and verifying the order is successful.","222","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Sep 29 15:21:54 UTC 2025","broken","Mon Sep 29 15:21:54 UTC 2025","tests.OrderTest","FireFox","tests.OrderTest","checkCreateOrder"
"Negative login check","230","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Sep 29 15:20:47 UTC 2025","broken","Mon Sep 29 15:20:47 UTC 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","372","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Sep 29 15:20:44 UTC 2025","broken","Mon Sep 29 15:20:44 UTC 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Deleting all tires from cart.","233","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Sep 29 15:21:46 UTC 2025","broken","Mon Sep 29 15:21:46 UTC 2025","tests.CartTest","FireFox","tests.CartTest","checkDeleteAllItemsFromCart"
"Negative login check","193","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Sep 29 15:21:30 UTC 2025","broken","Mon Sep 29 15:21:30 UTC 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","194","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Sep 29 15:20:44 UTC 2025","broken","Mon Sep 29 15:20:44 UTC 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Deleting all tires from cart.","222","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Sep 29 15:21:01 UTC 2025","broken","Mon Sep 29 15:21:02 UTC 2025","tests.CartTest","Edge","tests.CartTest","checkDeleteAllItemsFromCart"
"Negative login check","194","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Sep 29 15:21:12 UTC 2025","broken","Mon Sep 29 15:21:13 UTC 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","230","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Sep 29 15:20:53 UTC 2025","broken","Mon Sep 29 15:20:53 UTC 2025","tests.RegistrationTest","Chrome","tests.RegistrationTest","checkCreateNewAccount"
"Deleting all tires from cart.","350","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Sep 29 15:20:46 UTC 2025","broken","Mon Sep 29 15:20:46 UTC 2025","tests.CartTest","Chrome","tests.CartTest","checkDeleteAllItemsFromCart"
"Negative login check","186","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Sep 29 15:20:31 UTC 2025","broken","Mon Sep 29 15:20:31 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that the tires table is filled correctly and the tires list is opened.","145","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Sep 29 15:22:11 UTC 2025","broken","Mon Sep 29 15:22:11 UTC 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkFillingTiresTable"
"Creating a new account with valid data","151","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Sep 29 15:21:07 UTC 2025","broken","Mon Sep 29 15:21:07 UTC 2025","tests.RegistrationTest","Edge","tests.RegistrationTest","checkCreateNewAccount"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","196","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Sep 29 15:22:28 UTC 2025","broken","Mon Sep 29 15:22:28 UTC 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Negative login check","216","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Sep 29 15:20:33 UTC 2025","broken","Mon Sep 29 15:20:33 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","396","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Sep 29 15:20:54 UTC 2025","broken","Mon Sep 29 15:20:55 UTC 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","243","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Sep 29 15:20:40 UTC 2025","broken","Mon Sep 29 15:20:41 UTC 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
