"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","22407","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 15:13:29 GMT 2025","passed","Mon Feb 17 15:13:52 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","2006","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Feb 17 15:14:32 GMT 2025","passed","Mon Feb 17 15:14:34 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkValidLogin"
"Negative login check","23186","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 15:13:49 GMT 2025","passed","Mon Feb 17 15:14:12 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Deleting all tires from cart.","12383","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Feb 17 15:14:35 GMT 2025","passed","Mon Feb 17 15:14:47 GMT 2025","tests.CartTest","Chrome","tests.CartTest","checkDeleteAllItemsFromCart"
"Negative login check","1826","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 15:13:52 GMT 2025","passed","Mon Feb 17 15:13:54 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","3711","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Feb 17 15:13:38 GMT 2025","passed","Mon Feb 17 15:13:42 GMT 2025","tests.RegistrationTest","FireFox","tests.RegistrationTest","checkCreateNewAccount"
"Verify that the tires table is filled correctly and the tires list is opened.","3017","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Feb 17 15:14:47 GMT 2025","passed","Mon Feb 17 15:14:50 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkFillingTiresTable"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","15525","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Feb 17 15:14:55 GMT 2025","passed","Mon Feb 17 15:15:10 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Negative login check","12160","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 15:14:07 GMT 2025","passed","Mon Feb 17 15:14:19 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","12125","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 15:14:19 GMT 2025","passed","Mon Feb 17 15:14:32 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","12205","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 15:14:17 GMT 2025","passed","Mon Feb 17 15:14:29 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","1869","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 15:14:13 GMT 2025","passed","Mon Feb 17 15:14:15 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","3590","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Feb 17 15:14:51 GMT 2025","passed","Mon Feb 17 15:14:54 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Negative login check","12109","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 15:13:54 GMT 2025","passed","Mon Feb 17 15:14:06 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","2105","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Feb 17 15:14:58 GMT 2025","passed","Mon Feb 17 15:15:00 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkValidLogin"
"Negative login check","12251","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 15:14:45 GMT 2025","passed","Mon Feb 17 15:14:57 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","12441","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 17 15:14:31 GMT 2025","passed","Mon Feb 17 15:14:43 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
