"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","269","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Feb 09 15:57:28 UTC 2026","broken","Mon Feb 09 15:57:28 UTC 2026","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Creating a new order with valid data and verifying the order is successful.","166","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Feb 09 15:57:19 UTC 2026","broken","Mon Feb 09 15:57:19 UTC 2026","tests.OrderTest","Chrome","tests.OrderTest","checkCreateOrder"
"Verify that a user can successfully log in to the application using valid credentials.","225","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Feb 09 15:58:21 UTC 2026","broken","Mon Feb 09 15:58:22 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkValidLogin"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","201","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Feb 09 15:59:15 UTC 2026","broken","Mon Feb 09 15:59:16 UTC 2026","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Verify that the tires table is filled correctly and the tires list is opened.","241","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Feb 09 15:57:25 UTC 2026","broken","Mon Feb 09 15:57:25 UTC 2026","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkFillingTiresTable"
"Negative login check","255","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 09 15:57:42 UTC 2026","broken","Mon Feb 09 15:57:43 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","190","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 09 15:57:54 UTC 2026","broken","Mon Feb 09 15:57:55 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Verify that the tires table is filled correctly and the tires list is opened.","239","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Feb 09 15:57:47 UTC 2026","broken","Mon Feb 09 15:57:47 UTC 2026","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkFillingTiresTable"
"Negative login check","422","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 09 15:57:25 UTC 2026","broken","Mon Feb 09 15:57:26 UTC 2026","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","215","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Feb 09 15:57:44 UTC 2026","broken","Mon Feb 09 15:57:44 UTC 2026","tests.RegistrationTest","Edge","tests.RegistrationTest","checkCreateNewAccount"
