"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","12376","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jul 21 15:23:29 GMT 2025","passed","Mon Jul 21 15:23:41 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Creating a new order with valid data and verifying the order is successful.","11943","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Jul 21 15:26:17 GMT 2025","broken","Mon Jul 21 15:26:29 GMT 2025","tests.OrderTest","FireFox","tests.OrderTest","checkCreateOrder"
"Verify that a user can successfully log in to the application using valid credentials.","11619","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Jul 21 15:24:46 GMT 2025","broken","Mon Jul 21 15:24:58 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkValidLogin"
"Creating a new account with valid data","11680","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Jul 21 15:26:24 GMT 2025","broken","Mon Jul 21 15:26:35 GMT 2025","tests.RegistrationTest","Edge","tests.RegistrationTest","checkCreateNewAccount"
"Negative login check","12217","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jul 21 15:23:15 GMT 2025","passed","Mon Jul 21 15:23:28 GMT 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","11988","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jul 21 15:23:35 GMT 2025","passed","Mon Jul 21 15:23:47 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","11584","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Jul 21 15:28:15 GMT 2025","broken","Mon Jul 21 15:28:27 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Negative login check","11714","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Jul 21 15:23:54 GMT 2025","passed","Mon Jul 21 15:24:06 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","11637","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Jul 21 15:27:00 GMT 2025","broken","Mon Jul 21 15:27:12 GMT 2025","tests.RegistrationTest","FireFox","tests.RegistrationTest","checkCreateNewAccount"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","11649","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Jul 21 15:27:29 GMT 2025","broken","Mon Jul 21 15:27:41 GMT 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
