"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","159","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 16 16:05:57 UTC 2026","broken","Mon Mar 16 16:05:57 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","287","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Mar 16 16:06:14 UTC 2026","broken","Mon Mar 16 16:06:14 UTC 2026","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Creating a new account with valid data","214","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Mar 16 16:06:09 UTC 2026","broken","Mon Mar 16 16:06:09 UTC 2026","tests.RegistrationTest","Chrome","tests.RegistrationTest","checkCreateNewAccount"
"Verify that a user can successfully log in to the application using valid credentials.","248","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Mar 16 16:06:29 UTC 2026","broken","Mon Mar 16 16:06:30 UTC 2026","tests.LoginTest","Edge","tests.LoginTest","checkValidLogin"
"Negative login check","219","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 16 16:06:16 UTC 2026","broken","Mon Mar 16 16:06:16 UTC 2026","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","152","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 16 16:06:53 UTC 2026","broken","Mon Mar 16 16:06:53 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","155","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 16 16:05:55 UTC 2026","broken","Mon Mar 16 16:05:55 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","279","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 16 16:06:13 UTC 2026","broken","Mon Mar 16 16:06:13 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Verify that the tires table is filled correctly and the tires list is opened.","267","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Mar 16 16:06:11 UTC 2026","broken","Mon Mar 16 16:06:11 UTC 2026","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkFillingTiresTable"
"Negative login check","173","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 16 16:05:58 UTC 2026","broken","Mon Mar 16 16:05:59 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","151","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 16 16:05:53 UTC 2026","broken","Mon Mar 16 16:05:53 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","136","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Mar 16 16:06:45 UTC 2026","broken","Mon Mar 16 16:06:45 UTC 2026","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Deleting all tires from cart.","201","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Mar 16 16:06:04 UTC 2026","broken","Mon Mar 16 16:06:05 UTC 2026","tests.CartTest","Chrome","tests.CartTest","checkDeleteAllItemsFromCart"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","159","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Mar 16 16:08:06 UTC 2026","broken","Mon Mar 16 16:08:07 UTC 2026","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Negative login check","173","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 16 16:06:00 UTC 2026","broken","Mon Mar 16 16:06:00 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","184","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 16 16:06:28 UTC 2026","broken","Mon Mar 16 16:06:29 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","130","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 16 16:07:02 UTC 2026","broken","Mon Mar 16 16:07:02 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","316","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 16 16:06:27 UTC 2026","broken","Mon Mar 16 16:06:27 UTC 2026","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Creating a new account with valid data","276","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Mar 16 16:06:37 UTC 2026","broken","Mon Mar 16 16:06:37 UTC 2026","tests.RegistrationTest","Edge","tests.RegistrationTest","checkCreateNewAccount"
"Creating a new account with valid data","118","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Mar 16 16:07:39 UTC 2026","broken","Mon Mar 16 16:07:39 UTC 2026","tests.RegistrationTest","FireFox","tests.RegistrationTest","checkCreateNewAccount"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","173","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Mar 16 16:06:42 UTC 2026","broken","Mon Mar 16 16:06:42 UTC 2026","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Negative login check","164","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 16 16:06:21 UTC 2026","broken","Mon Mar 16 16:06:22 UTC 2026","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","133","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 16 16:06:24 UTC 2026","broken","Mon Mar 16 16:06:24 UTC 2026","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Creating a new order with valid data and verifying the order is successful.","250","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Mar 16 16:06:06 UTC 2026","broken","Mon Mar 16 16:06:07 UTC 2026","tests.OrderTest","Chrome","tests.OrderTest","checkCreateOrder"
