"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that the tires table is filled correctly and the tires list is opened.","137","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Mar 09 16:01:10 UTC 2026","broken","Mon Mar 09 16:01:10 UTC 2026","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkFillingTiresTable"
"Creating a new account with valid data","191","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Mar 09 16:00:23 UTC 2026","broken","Mon Mar 09 16:00:24 UTC 2026","tests.RegistrationTest","Edge","tests.RegistrationTest","checkCreateNewAccount"
"Negative login check","158","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 09 15:59:11 UTC 2026","broken","Mon Mar 09 15:59:11 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","164","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 09 15:59:54 UTC 2026","broken","Mon Mar 09 15:59:54 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","272","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Mar 09 16:00:31 UTC 2026","broken","Mon Mar 09 16:00:31 UTC 2026","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Creating a new account with valid data","207","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Mar 09 16:01:01 UTC 2026","broken","Mon Mar 09 16:01:01 UTC 2026","tests.RegistrationTest","FireFox","tests.RegistrationTest","checkCreateNewAccount"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","133","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Mar 09 16:01:19 UTC 2026","broken","Mon Mar 09 16:01:20 UTC 2026","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Negative login check","143","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 09 15:59:44 UTC 2026","broken","Mon Mar 09 15:59:44 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Deleting all tires from cart.","147","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Mar 09 16:00:18 UTC 2026","broken","Mon Mar 09 16:00:18 UTC 2026","tests.CartTest","Edge","tests.CartTest","checkDeleteAllItemsFromCart"
"Verify that the tires table is filled correctly and the tires list is opened.","164","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Mar 09 16:00:26 UTC 2026","broken","Mon Mar 09 16:00:26 UTC 2026","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkFillingTiresTable"
"Verify that the tires table is filled correctly and the tires list is opened.","185","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Mar 09 15:59:25 UTC 2026","broken","Mon Mar 09 15:59:25 UTC 2026","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkFillingTiresTable"
"Negative login check","264","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Mar 09 16:00:05 UTC 2026","broken","Mon Mar 09 16:00:05 UTC 2026","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
