"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","144","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Nov 10 15:22:55 UTC 2025","broken","Mon Nov 10 15:22:55 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","220","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Nov 10 15:24:53 UTC 2025","broken","Mon Nov 10 15:24:53 UTC 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Negative login check","174","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Nov 10 15:23:18 UTC 2025","broken","Mon Nov 10 15:23:18 UTC 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Deleting all tires from cart.","156","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Nov 10 15:24:12 UTC 2025","broken","Mon Nov 10 15:24:12 UTC 2025","tests.CartTest","FireFox","tests.CartTest","checkDeleteAllItemsFromCart"
"Negative login check","243","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Nov 10 15:23:15 UTC 2025","broken","Mon Nov 10 15:23:15 UTC 2025","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Creating a new order with valid data and verifying the order is successful.","148","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Nov 10 15:24:20 UTC 2025","broken","Mon Nov 10 15:24:20 UTC 2025","tests.OrderTest","FireFox","tests.OrderTest","checkCreateOrder"
"Negative login check","179","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Nov 10 15:23:20 UTC 2025","broken","Mon Nov 10 15:23:21 UTC 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","223","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Nov 10 15:23:09 UTC 2025","broken","Mon Nov 10 15:23:09 UTC 2025","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Verify that a user can successfully log in to the application using valid credentials.","167","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Nov 10 15:23:00 UTC 2025","broken","Mon Nov 10 15:23:00 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkValidLogin"
"Creating a new order with valid data and verifying the order is successful.","144","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Nov 10 15:23:30 UTC 2025","broken","Mon Nov 10 15:23:30 UTC 2025","tests.OrderTest","Edge","tests.OrderTest","checkCreateOrder"
