"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","396","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Feb 16 15:42:49 UTC 2026","broken","Mon Feb 16 15:42:49 UTC 2026","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Negative login check","262","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 16 15:42:27 UTC 2026","broken","Mon Feb 16 15:42:27 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Deleting all tires from cart.","118","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Feb 16 15:42:38 UTC 2026","broken","Mon Feb 16 15:42:38 UTC 2026","tests.CartTest","Edge","tests.CartTest","checkDeleteAllItemsFromCart"
"Negative login check","250","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 16 15:42:41 UTC 2026","broken","Mon Feb 16 15:42:42 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Negative login check","142","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 16 15:42:06 UTC 2026","broken","Mon Feb 16 15:42:06 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","169","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Feb 16 15:43:57 UTC 2026","broken","Mon Feb 16 15:43:57 UTC 2026","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Negative login check","246","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 16 15:41:31 UTC 2026","broken","Mon Feb 16 15:41:32 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","314","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 16 15:42:30 UTC 2026","broken","Mon Feb 16 15:42:30 UTC 2026","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","150","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 16 15:42:27 UTC 2026","broken","Mon Feb 16 15:42:27 UTC 2026","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Negative login check","242","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 16 15:42:24 UTC 2026","broken","Mon Feb 16 15:42:25 UTC 2026","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that the tires table is filled correctly and the tires list is opened.","242","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Feb 16 15:42:47 UTC 2026","broken","Mon Feb 16 15:42:47 UTC 2026","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkFillingTiresTable"
"Verify that an error message 'User  not authenticated' is displayed when a user tries to add a tire to the cart without being logged in.","174","Verify that an error message is displayed when trying to add a tire to the cart without logging in.","Tires CrossBrowserTest","Mon Feb 16 15:41:49 UTC 2026","broken","Mon Feb 16 15:41:49 UTC 2026","tests.TiresCalculateTest","Chrome","tests.TiresCalculateTest","checkAddToCartIfUserNotLogged"
"Creating a new order with valid data and verifying the order is successful.","156","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Feb 16 15:42:41 UTC 2026","broken","Mon Feb 16 15:42:41 UTC 2026","tests.OrderTest","Edge","tests.OrderTest","checkCreateOrder"
"Verify that a success message is displayed when a logged-in user adds a tire to the cart.","129","Verify that a tire can be added to the cart when the user is logged in.","Tires CrossBrowserTest","Mon Feb 16 15:42:52 UTC 2026","broken","Mon Feb 16 15:42:52 UTC 2026","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkAddToCartIfUserLogged"
"Verify that a user can successfully log in to the application using valid credentials.","167","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Feb 16 15:41:40 UTC 2026","broken","Mon Feb 16 15:41:41 UTC 2026","tests.LoginTest","Chrome","tests.LoginTest","checkValidLogin"
"Negative login check","180","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 16 15:42:54 UTC 2026","broken","Mon Feb 16 15:42:54 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
"Deleting all tires from cart.","149","Deleting all tires from cart.","Tires CrossBrowserTest","Mon Feb 16 15:43:12 UTC 2026","broken","Mon Feb 16 15:43:12 UTC 2026","tests.CartTest","FireFox","tests.CartTest","checkDeleteAllItemsFromCart"
"Verify that a user can successfully log in to the application using valid credentials.","167","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Feb 16 15:43:03 UTC 2026","broken","Mon Feb 16 15:43:03 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkValidLogin"
"Verify that a user can successfully log in to the application using valid credentials.","473","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Feb 16 15:42:35 UTC 2026","broken","Mon Feb 16 15:42:36 UTC 2026","tests.LoginTest","Edge","tests.LoginTest","checkValidLogin"
"Creating a new account with valid data","170","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Feb 16 15:41:46 UTC 2026","broken","Mon Feb 16 15:41:46 UTC 2026","tests.RegistrationTest","Chrome","tests.RegistrationTest","checkCreateNewAccount"
"Verify that the tires table is filled correctly and the tires list is opened.","177","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Feb 16 15:43:39 UTC 2026","broken","Mon Feb 16 15:43:39 UTC 2026","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkFillingTiresTable"
"Creating a new account with valid data","193","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Feb 16 15:43:30 UTC 2026","broken","Mon Feb 16 15:43:30 UTC 2026","tests.RegistrationTest","FireFox","tests.RegistrationTest","checkCreateNewAccount"
"Negative login check","138","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Feb 16 15:42:16 UTC 2026","broken","Mon Feb 16 15:42:16 UTC 2026","tests.LoginTest","FireFox","tests.LoginTest","checkInvalidLogin"
