"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Negative login check","22737","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Apr 07 15:20:09 GMT 2025","passed","Mon Apr 07 15:20:32 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Verify that the tires table is filled correctly and the tires list is opened.","2721","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Apr 07 15:23:01 GMT 2025","passed","Mon Apr 07 15:23:04 GMT 2025","tests.TiresCalculateTest","FireFox","tests.TiresCalculateTest","checkFillingTiresTable"
"Verify that the tires table is filled correctly and the tires list is opened.","3187","Verify that the tires table is filled correctly.","Tires CrossBrowserTest","Mon Apr 07 15:22:51 GMT 2025","passed","Mon Apr 07 15:22:55 GMT 2025","tests.TiresCalculateTest","Edge","tests.TiresCalculateTest","checkFillingTiresTable"
"Creating a new account with valid data","2652","Verify that a new account can be created with valid data","Tires CrossBrowserTest","Mon Apr 07 15:22:21 GMT 2025","passed","Mon Apr 07 15:22:24 GMT 2025","tests.RegistrationTest","Chrome","tests.RegistrationTest","checkCreateNewAccount"
"Creating a new order with valid data and verifying the order is successful.","17738","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Apr 07 15:22:03 GMT 2025","broken","Mon Apr 07 15:22:20 GMT 2025","tests.OrderTest","Chrome","tests.OrderTest","checkCreateOrder"
"Negative login check","1643","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Apr 07 15:20:22 GMT 2025","passed","Mon Apr 07 15:20:23 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkInvalidLogin"
"Negative login check","2124","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Apr 07 15:20:34 GMT 2025","passed","Mon Apr 07 15:20:36 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
"Creating a new order with valid data and verifying the order is successful.","17300","Verify that an order can be created with valid data.","Tires CrossBrowserTest","Mon Apr 07 15:22:35 GMT 2025","broken","Mon Apr 07 15:22:52 GMT 2025","tests.OrderTest","FireFox","tests.OrderTest","checkCreateOrder"
"Verify that a user can successfully log in to the application using valid credentials.","12402","Verify that a user can log in with valid credentials.","Tires CrossBrowserTest","Mon Apr 07 15:21:02 GMT 2025","passed","Mon Apr 07 15:21:14 GMT 2025","tests.LoginTest","Chrome","tests.LoginTest","checkValidLogin"
"Negative login check","12374","Check that user cannot log in with invalid data.","Tires CrossBrowserTest","Mon Apr 07 15:21:05 GMT 2025","passed","Mon Apr 07 15:21:18 GMT 2025","tests.LoginTest","Edge","tests.LoginTest","checkInvalidLogin"
